doctor_id,specialization,experience_years,performance_rating
D39127,Orthopedics,3,4.83
D39128,Emergency,10,2.34
D39129,Pediatrics,32,4.67
D39130,Urology,21,4.74
D39131,Gastroenterology,6,3.01
D39132,Cardiology,32,4.09
D39133,Urology,28,1.68
D39134,Pediatrics,4,3.8
D39135,Gastroenterology,30,4.06
D39136,Urology,17,2.07
D39137,Neurology,28,3.27
D39138,Orthopedics,39,4.12
D39139,Oncology,10,1.4
D39140,Oncology,1,1.11
D39141,Urology,31,1.66
D39142,Oncology,32,2.06
D39143,Cardiology,20,3.32
D39144,Emergency,29,4.64
D39145,Urology,37,2.75
D39146,Cardiology,25,2.58
D39147,Neurology,38,3.81
D39148,Cardiology,1,1.1
D39149,Cardiology,15,4.37
D39150,Neurology,34,2.67
D39151,Pediatrics,23,1.48
D39152,Urology,29,3.04
D39153,Orthopedics,13,3.09
D39154,Urology,2,2.51
D39155,Urology,40,4.04
D39156,Orthopedics,5,1.66
D39157,Emergency,22,4.88
D39158,Cardiology,15,4.59
D39159,Urology,13,3.91
D39160,Orthopedics,30,1.86
D39161,Orthopedics,25,3.39
D39162,Oncology,21,3.36
D39163,Pediatrics,17,2.4
D39164,Neurology,36,2.82
D39165,Neurology,39,1.66
D39166,Emergency,34,2.08
D39167,Orthopedics,34,2.07
D39168,Gastroenterology,38,1.67
D39169,Neurology,38,2.03
D39170,Pediatrics,26,3.61
D39171,Gastroenterology,2,4.18
D39172,Orthopedics,34,4.89
D39173,Orthopedics,38,2
D39174,Cardiology,36,1.06
D39175,Neurology,34,2.99
D39176,Gastroenterology,4,4.83
D39177,Gastroenterology,11,3.5
D39178,Neurology,13,4.9
D39179,Oncology,39,3.83
D39180,Cardiology,36,3.1
D39181,Urology,5,1.88
D39182,Orthopedics,39,1.53
D39183,Pediatrics,11,4.26
D39184,Neurology,27,2.45
D39185,Oncology,3,2.2
D39186,Orthopedics,28,3.16
D39187,Pediatrics,35,4.74
D39188,Gastroenterology,37,2.25
D39189,Emergency,14,1.03
D39190,Oncology,29,4.37
D39191,Orthopedics,37,4.46
D39192,Gastroenterology,17,1.31
D39193,Emergency,14,3.52
D39194,Neurology,31,2.59
D39195,Oncology,38,4.39
D39196,Urology,5,3.38
D39197,Gastroenterology,18,1.58
D39198,Orthopedics,18,3.18
D39199,Pediatrics,15,1.72
D39200,Pediatrics,4,2.26
D39201,Gastroenterology,38,3.28
D39202,Gastroenterology,9,2.48
D39203,Cardiology,19,3.26
D39204,Oncology,25,3.34
D39205,Orthopedics,20,4.65
D39206,Orthopedics,14,1.9
D39207,Orthopedics,8,3.74
D39208,Orthopedics,9,3.29
D39209,Oncology,21,2.21
D39210,Gastroenterology,34,3.22
D39211,Emergency,40,1.93
D39212,Oncology,13,2.86
D39213,Pediatrics,26,4.32
D39214,Oncology,37,1.46
D39215,Cardiology,30,1.15
D39216,Cardiology,20,1.18
D39217,Gastroenterology,7,2.84
D39218,Pediatrics,20,4.13
D39219,Pediatrics,16,1.26
D39220,Orthopedics,2,1.42
D39221,Pediatrics,10,1.69
D39222,Oncology,35,2.76
D39223,Oncology,28,4.47
D39224,Urology,10,2.22
D39225,Neurology,13,3.2
D39226,Gastroenterology,22,1.28
D39227,Neurology,34,1.88
D39228,Orthopedics,16,1.31
D39229,Orthopedics,8,1.52
D39230,Emergency,20,2.13
D39231,Oncology,10,1.39
D39232,Urology,29,2.16
D39233,Urology,30,1.46
D39234,Cardiology,24,3.32
D39235,Oncology,2,1.03
D39236,Urology,34,3.82
D39237,Cardiology,21,2.05
D39238,Emergency,34,3.41
D39239,Cardiology,32,2.9
D39240,Orthopedics,30,1.53
D39241,Emergency,14,4.96
D39242,Orthopedics,19,3.06
D39243,Neurology,30,3.79
D39244,Orthopedics,27,4.56
D39245,Neurology,16,1.86
D39246,Pediatrics,25,2.25
D39247,Pediatrics,25,1.21
D39248,Gastroenterology,24,2.11
D39249,Cardiology,3,3.85
D39250,Gastroenterology,24,4.25
D39251,Pediatrics,11,1.6
D39252,Orthopedics,32,3.2
D39253,Oncology,23,1.26
D39254,Cardiology,12,3.81
D39255,Urology,39,1.15
D39256,Orthopedics,21,4.3
D39257,Oncology,37,2.04
D39258,Gastroenterology,34,4.52
D39259,Cardiology,21,2.22
D39260,Gastroenterology,26,2.05
D39261,Neurology,36,1.96
D39262,Emergency,34,2.58
D39263,Gastroenterology,9,3.41
D39264,Pediatrics,18,2.38
D39265,Pediatrics,39,1.29
D39266,Pediatrics,30,2.89
D39267,Cardiology,3,2.26
D39268,Oncology,2,3.05
D39269,Emergency,3,2.32
D39270,Pediatrics,15,2.5
D39271,Oncology,3,3.02
D39272,Gastroenterology,38,1.61
D39273,Urology,34,1.69
D39274,Neurology,17,1.62
D39275,Urology,3,2.33
D39276,Emergency,7,1.79
D39277,Pediatrics,31,3.51
D39278,Orthopedics,10,1.05
D39279,Orthopedics,35,1.88
D39280,Urology,28,4.21
D39281,Neurology,20,3.68
D39282,Oncology,1,4.77
D39283,Orthopedics,13,1.94
D39284,Oncology,8,1.72
D39285,Urology,24,2.05
D39286,Gastroenterology,22,2.4
D39287,Gastroenterology,27,1.07
D39288,Pediatrics,33,1.9
D39289,Neurology,26,1.1
D39290,Emergency,3,4.79
D39291,Pediatrics,30,4.98
D39292,Orthopedics,38,4.5
D39293,Cardiology,10,3.09
D39294,Urology,6,1.16
D39295,Cardiology,17,4.48
D39296,Orthopedics,7,2.81
D39297,Urology,14,2.11
D39298,Emergency,34,4.6
D39299,Pediatrics,6,1.01
D39300,Neurology,33,4.8
D39301,Orthopedics,18,2.48
D39302,Gastroenterology,6,4.93
D39303,Gastroenterology,18,2.73
D39304,Pediatrics,30,1.83
D39305,Urology,4,4.6
D39306,Gastroenterology,25,3.77
D39307,Oncology,3,4.94
D39308,Cardiology,5,2.95
D39309,Neurology,40,4.86
D39310,Neurology,5,2.82
D39311,Gastroenterology,10,4.97
D39312,Orthopedics,38,4.41
D39313,Pediatrics,20,2.32
D39314,Pediatrics,13,2.78
D39315,Urology,1,4.3
D39316,Oncology,30,3.74
D39317,Orthopedics,36,2.09
D39318,Orthopedics,38,3.85
D39319,Orthopedics,8,2.44
D39320,Cardiology,9,3.06
D39321,Oncology,33,4.39
D39322,Neurology,37,3.22
D39323,Oncology,6,1.36
D39324,Gastroenterology,17,1.25
D39325,Urology,23,2.24
D39326,Oncology,37,3.3
D39327,Orthopedics,2,4.01
D39328,Cardiology,18,1.99
D39329,Neurology,38,3.57
D39330,Emergency,28,2.46
D39331,Neurology,14,3.83
D39332,Orthopedics,22,3.39
D39333,Emergency,1,1.06
D39334,Cardiology,39,4.08
D39335,Neurology,8,3.64
D39336,Neurology,27,4.46
D39337,Neurology,10,3.92
D39338,Neurology,34,3.17
D39339,Urology,33,2.63
D39340,Pediatrics,37,2.06
D39341,Neurology,8,4.72
D39342,Urology,30,3.96
D39343,Cardiology,20,4.69
D39344,Neurology,1,1.74
D39345,Oncology,7,3.68
D39346,Neurology,11,1.48
D39347,Gastroenterology,39,2.73
D39348,Neurology,7,4.05
D39349,Orthopedics,36,4.29
D39350,Emergency,20,2.05
D39351,Oncology,33,2.73
D39352,Neurology,34,3.17
D39353,Neurology,23,2.3
D39354,Neurology,24,2.05
D39355,Urology,9,4.44
D39356,Orthopedics,23,2.32
D39357,Cardiology,17,2.74
D39358,Emergency,39,3.13
D39359,Neurology,34,2.76
D39360,Cardiology,6,4.45
D39361,Orthopedics,3,1.88
D39362,Emergency,38,1.67
D39363,Emergency,38,3.76
D39364,Gastroenterology,8,4.4
D39365,Orthopedics,40,4.98
D39366,Emergency,9,4.15
D39367,Orthopedics,15,2.7
D39368,Orthopedics,30,3.16
D39369,Neurology,4,1.16
D39370,Urology,29,4.37
D39371,Neurology,33,3.51
D39372,Neurology,6,2
D39373,Cardiology,29,3.7
D39374,Pediatrics,19,1.84
D39375,Pediatrics,37,3.98
D39376,Gastroenterology,27,1.82
D39377,Orthopedics,11,2.29
D39378,Pediatrics,9,4.07
D39379,Cardiology,16,4.71
D39380,Oncology,18,1.31
D39381,Gastroenterology,13,4
D39382,Cardiology,7,3.25
D39383,Emergency,17,3.34
D39384,Neurology,9,1.84
D39385,Oncology,32,2.39
D39386,Emergency,26,4.45
D39387,Gastroenterology,22,1.84
D39388,Neurology,28,4.77
D39389,Neurology,16,2.65
D39390,Gastroenterology,36,3.33
D39391,Emergency,25,2.55
D39392,Cardiology,28,2.79
D39393,Pediatrics,29,3.24
D39394,Oncology,1,4.97
D39395,Orthopedics,31,4.92
D39396,Gastroenterology,30,4.63
D39397,Gastroenterology,40,1.04
D39398,Neurology,25,3.4
D39399,Urology,18,4.76
D39400,Neurology,37,2.45
D39401,Orthopedics,9,3.12
D39402,Pediatrics,15,2.99
D39403,Neurology,29,2.27
D39404,Urology,37,1.89
D39405,Gastroenterology,5,1.79
D39406,Cardiology,9,4.29
D39407,Neurology,37,3.37
D39408,Oncology,10,3.05
D39409,Cardiology,25,1.55
D39410,Urology,38,3.33
D39411,Emergency,10,1.34
D39412,Neurology,38,1.09
D39413,Orthopedics,20,3.77
D39414,Gastroenterology,9,4.64
D39415,Gastroenterology,3,2.26
D39416,Cardiology,11,3.42
D39417,Neurology,4,2.05
D39418,Orthopedics,28,1.99
D39419,Oncology,38,2.17
D39420,Neurology,11,4.17
D39421,Cardiology,32,2.59
D39422,Pediatrics,18,4.36
D39423,Cardiology,40,4.43
D39424,Urology,19,2.81
D39425,Cardiology,16,3.06
D39426,Gastroenterology,3,2.84
D39427,Oncology,13,1.7
D39428,Cardiology,37,3.75
D39429,Cardiology,30,4.5
D39430,Oncology,14,3.79
D39431,Cardiology,36,4.78
D39432,Gastroenterology,6,3.32
D39433,Oncology,32,3.5
D39434,Gastroenterology,40,4.88
D39435,Gastroenterology,32,3.49
D39436,Gastroenterology,12,4.91
D39437,Urology,39,3.62
D39438,Oncology,25,2.92
D39439,Urology,25,3.01
D39440,Urology,8,2.76
D39441,Orthopedics,35,1.45
D39442,Oncology,6,1.11
D39443,Cardiology,4,4.43
D39444,Neurology,35,3.48
D39445,Orthopedics,26,4.47
D39446,Pediatrics,31,1.75
D39447,Neurology,21,3.81
D39448,Gastroenterology,24,4.63
D39449,Oncology,10,1.68
D39450,Cardiology,7,2.17
D39451,Urology,26,2.8
D39452,Emergency,28,1.93
D39453,Pediatrics,2,4.28
D39454,Orthopedics,14,3.48
D39455,Orthopedics,7,1.52
D39456,Neurology,17,1.1
D39457,Orthopedics,15,4.35
D39458,Cardiology,22,1.23
D39459,Gastroenterology,32,1.81
D39460,Pediatrics,26,3.64
D39461,Gastroenterology,23,4.1
D39462,Emergency,26,4.64
D39463,Emergency,24,1.37
D39464,Orthopedics,22,4.94
D39465,Emergency,27,2.23
D39466,Neurology,21,1.5
D39467,Gastroenterology,37,3.13
D39468,Oncology,8,4.94
D39469,Orthopedics,14,2.87
D39470,Pediatrics,2,4.35
D39471,Oncology,7,2.04
D39472,Gastroenterology,27,1.77
D39473,Emergency,8,1.14
D39474,Cardiology,4,2.17
D39475,Emergency,10,2.34
D39476,Oncology,10,2.05
D39477,Emergency,16,1.81
D39478,Gastroenterology,3,4.18
D39479,Emergency,23,3.35
D39480,Oncology,2,2.14
D39481,Oncology,1,4.16
D39482,Gastroenterology,11,1.99
D39483,Orthopedics,37,1.88
D39484,Orthopedics,20,4.16
D39485,Cardiology,21,4.92
D39486,Oncology,30,4.82
D39487,Gastroenterology,25,4.04
D39488,Orthopedics,17,4.92
D39489,Orthopedics,40,4.22
D39490,Cardiology,23,1.71
D39491,Urology,19,4.91
D39492,Gastroenterology,21,4.32
D39493,Urology,7,2.24
D39494,Oncology,6,3.61
D39495,Orthopedics,2,1.03
D39496,Emergency,3,3.64
D39497,Pediatrics,11,3.64
D39498,Emergency,22,3.97
D39499,Oncology,9,4.46
D39500,Cardiology,20,2.99
D39501,Gastroenterology,2,4.54
D39502,Emergency,16,4.81
D39503,Urology,26,2.19
D39504,Orthopedics,23,4.15
D39505,Neurology,14,1.85
D39506,Orthopedics,21,2.6
D39507,Oncology,23,1.45
D39508,Orthopedics,12,3.41
D39509,Emergency,4,3.53
D39510,Neurology,17,1.81
D39511,Emergency,31,3.29
D39512,Cardiology,28,4.48
D39513,Cardiology,39,2.44
D39514,Cardiology,36,2.45
D39515,Neurology,14,4.75
D39516,Pediatrics,31,2.97
D39517,Neurology,33,4.35
D39518,Oncology,9,4.63
D39519,Oncology,22,2.99
D39520,Urology,36,4.54
D39521,Urology,30,4.22
D39522,Oncology,9,2.2
D39523,Emergency,9,1.76
D39524,Oncology,12,3.38
D39525,Gastroenterology,28,3
D39526,Pediatrics,16,4.21
D39527,Urology,37,4.63
D39528,Urology,6,3.73
D39529,Gastroenterology,9,4.95
D39530,Orthopedics,34,2.01
D39531,Gastroenterology,31,2.07
D39532,Neurology,7,1.19
D39533,Gastroenterology,32,1.68
D39534,Orthopedics,24,3.81
D39535,Urology,30,3.03
D39536,Oncology,26,2.49
D39537,Urology,33,4.07
D39538,Gastroenterology,26,3.83
D39539,Gastroenterology,19,1.39
D39540,Orthopedics,1,3.84
D39541,Gastroenterology,20,2.78
D39542,Orthopedics,38,1.75
D39543,Urology,12,3.57
D39544,Gastroenterology,22,1.54
D39545,Neurology,7,4.97
D39546,Oncology,22,4.52
D39547,Emergency,27,1.94
D39548,Orthopedics,14,3.37
D39549,Gastroenterology,13,4.81
D39550,Urology,20,4.55
D39551,Urology,8,2.49
D39552,Gastroenterology,18,3.48
D39553,Urology,4,3.89
D39554,Gastroenterology,23,1.51
D39555,Pediatrics,23,3.04
D39556,Oncology,4,3.97
D39557,Gastroenterology,2,1.13
D39558,Urology,22,1.84
D39559,Pediatrics,1,2.9
D39560,Emergency,10,3.68
D39561,Emergency,34,4.97
D39562,Orthopedics,31,4.55
D39563,Neurology,14,3.87
D39564,Gastroenterology,19,2.21
D39565,Neurology,29,4.86
D39566,Neurology,36,3.98
D39567,Pediatrics,30,3.71
D39568,Emergency,11,4.45
D39569,Neurology,30,3.21
D39570,Cardiology,22,2.93
D39571,Neurology,2,1.11
D39572,Emergency,39,3.22
D39573,Orthopedics,25,4.02
D39574,Cardiology,8,1.26
D39575,Orthopedics,32,4.64
D39576,Orthopedics,7,3.94
D39577,Pediatrics,22,3.57
D39578,Gastroenterology,29,4.52
D39579,Gastroenterology,2,1.92
D39580,Cardiology,38,3.25
D39581,Emergency,15,3.19
D39582,Urology,20,1.47
D39583,Cardiology,26,2.67
D39584,Emergency,11,4.42
D39585,Neurology,23,4.45
D39586,Orthopedics,4,4.38
D39587,Urology,4,1.35
D39588,Pediatrics,1,2.18
D39589,Gastroenterology,23,3.76
D39590,Pediatrics,24,1.09
D39591,Oncology,27,2.08
D39592,Pediatrics,7,2.27
D39593,Oncology,34,4.49
D39594,Pediatrics,4,4.96
D39595,Pediatrics,2,2.66
D39596,Pediatrics,23,3.53
D39597,Oncology,36,3.23
D39598,Neurology,22,4.89
D39599,Oncology,10,4.62
D39600,Orthopedics,35,2.92
D39601,Cardiology,27,3.51
D39602,Emergency,24,1.08
D39603,Emergency,7,2.72
D39604,Neurology,21,2.92
D39605,Emergency,8,1.06
D39606,Pediatrics,36,1.57
D39607,Neurology,5,3.17
D39608,Emergency,16,4.07
D39609,Oncology,18,4.62
D39610,Cardiology,38,1.34
D39611,Urology,23,2.67
D39612,Cardiology,37,3.84
D39613,Emergency,21,3.98
D39614,Neurology,22,1.32
D39615,Gastroenterology,13,2.41
D39616,Emergency,36,1.44
D39617,Oncology,11,3.32
D39618,Cardiology,6,3.14
D39619,Gastroenterology,9,1.02
D39620,Oncology,20,2.54
D39621,Orthopedics,39,2.09
D39622,Orthopedics,24,4.26
D39623,Oncology,12,4.69
D39624,Urology,35,2.54
D39625,Oncology,39,1.96
D39626,Gastroenterology,25,4.16
D39627,Oncology,27,4.93
D39628,Urology,1,2.28
D39629,Orthopedics,12,1.2
D39630,Pediatrics,1,3.9
D39631,Gastroenterology,13,3.93
D39632,Pediatrics,39,2.34
D39633,Gastroenterology,40,3.26
D39634,Neurology,6,1.33
D39635,Urology,29,3.7
D39636,Neurology,4,3.84
D39637,Neurology,23,1.82
D39638,Orthopedics,8,4.17
D39639,Oncology,37,1.13
D39640,Neurology,2,4.26
D39641,Emergency,4,4.46
D39642,Gastroenterology,23,1.24
D39643,Orthopedics,21,4.54
D39644,Cardiology,26,3.91
D39645,Emergency,40,2.33
D39646,Emergency,30,1.12
D39647,Oncology,33,4.78
D39648,Cardiology,22,2.52
D39649,Neurology,12,3.62
D39650,Cardiology,6,1.99
D39651,Neurology,20,4.78
D39652,Pediatrics,7,1.78
D39653,Urology,30,1.8
D39654,Oncology,8,4.49
D39655,Neurology,17,1.35
D39656,Neurology,28,4.39
D39657,Cardiology,32,1.64
D39658,Oncology,9,3.79
D39659,Gastroenterology,4,2.49
D39660,Neurology,3,2.38
D39661,Pediatrics,36,4.03
D39662,Emergency,7,3.86
D39663,Neurology,10,2.43
D39664,Cardiology,33,1.55
D39665,Gastroenterology,14,2.45
D39666,Orthopedics,18,3.58
D39667,Pediatrics,33,1.01
D39668,Oncology,26,4.43
D39669,Neurology,39,4.8
D39670,Pediatrics,17,4.51
D39671,Orthopedics,28,3.59
D39672,Pediatrics,2,2.83
D39673,Gastroenterology,40,1.31
D39674,Pediatrics,37,3.89
D39675,Pediatrics,32,2.59
D39676,Gastroenterology,27,2.16
D39677,Gastroenterology,31,2.32
D39678,Orthopedics,4,1.12
D39679,Gastroenterology,35,3.18
D39680,Pediatrics,32,4.05
D39681,Pediatrics,11,4.28
D39682,Urology,23,4.3
D39683,Oncology,23,1.29
D39684,Emergency,39,4.73
D39685,Oncology,35,4.45
D39686,Cardiology,17,1.45
D39687,Cardiology,20,1.31
D39688,Orthopedics,32,4.49
D39689,Gastroenterology,38,4.74
D39690,Oncology,5,3.14
D39691,Pediatrics,15,2.76
D39692,Urology,32,3.81
D39693,Emergency,34,3.81
D39694,Neurology,26,3.74
D39695,Neurology,15,4.57
D39696,Pediatrics,9,3.35
D39697,Oncology,5,1.98
D39698,Neurology,34,4.09
D39699,Oncology,33,3.46
D39700,Urology,21,3.69
D39701,Urology,3,3.21
D39702,Gastroenterology,30,3.24
D39703,Oncology,5,2.9
D39704,Gastroenterology,24,2.28
D39705,Pediatrics,16,1.87
D39706,Gastroenterology,6,1.72
D39707,Pediatrics,40,4.79
D39708,Pediatrics,35,4.81
D39709,Neurology,26,4.7
D39710,Emergency,1,4.62
D39711,Emergency,20,1.41
D39712,Pediatrics,11,2.59
D39713,Oncology,20,4.61
D39714,Urology,39,1.89
D39715,Gastroenterology,4,4.67
D39716,Orthopedics,38,4.9
D39717,Cardiology,30,4.72
D39718,Urology,36,3.01
D39719,Urology,22,3.47
D39720,Cardiology,40,4.68
D39721,Pediatrics,18,3.73
D39722,Urology,5,4.8
D39723,Cardiology,30,3.24
D39724,Gastroenterology,5,3.51
D39725,Neurology,39,2.58
D39726,Oncology,14,1.99
D39727,Oncology,11,1.07
D39728,Oncology,21,2.04
D39729,Pediatrics,11,2.45
D39730,Urology,32,3.79
D39731,Orthopedics,29,2.7
D39732,Urology,3,1.77
D39733,Emergency,13,2.2
D39734,Oncology,6,2.42
D39735,Pediatrics,28,2.18
D39736,Cardiology,31,1.4
D39737,Pediatrics,23,2.18
D39738,Orthopedics,38,2.43
D39739,Urology,38,4.61
D39740,Gastroenterology,6,1.35
D39741,Gastroenterology,22,1.04
D39742,Gastroenterology,40,3.89
D39743,Oncology,34,2.36
D39744,Emergency,38,4.45
D39745,Orthopedics,38,2.05
D39746,Neurology,7,2.22
D39747,Pediatrics,1,4.55
D39748,Emergency,32,2.88
D39749,Gastroenterology,22,1.02
D39750,Orthopedics,40,2.04
D39751,Orthopedics,3,3.95
D39752,Urology,4,3.73
D39753,Cardiology,17,4.89
D39754,Pediatrics,35,4.82
D39755,Neurology,23,4.23
D39756,Urology,29,4.1
D39757,Oncology,2,2.72
D39758,Pediatrics,6,1.52
D39759,Orthopedics,24,4.62
D39760,Emergency,2,4.31
D39761,Gastroenterology,12,3.29
D39762,Pediatrics,5,4.82
D39763,Urology,15,4.73
D39764,Urology,13,3.57
D39765,Gastroenterology,10,2.6
D39766,Emergency,22,4.13
D39767,Neurology,29,3.96
D39768,Urology,7,3.94
D39769,Pediatrics,22,2.24
D39770,Gastroenterology,4,3.25
D39771,Neurology,2,1.81
D39772,Emergency,22,4.67
D39773,Urology,24,2.88
D39774,Gastroenterology,26,4.85
D39775,Urology,22,4.66
D39776,Pediatrics,5,4.36
D39777,Urology,10,3.33
D39778,Gastroenterology,19,3.77
D39779,Pediatrics,22,3.46
D39780,Oncology,27,1.32
D39781,Gastroenterology,2,3.42
D39782,Neurology,21,1.69
D39783,Pediatrics,25,3.66
D39784,Cardiology,22,3.96
D39785,Urology,9,3.46
D39786,Oncology,31,4.93
D39787,Neurology,1,1.97
D39788,Emergency,15,3.67
D39789,Cardiology,30,2.47
D39790,Emergency,13,2.12
D39791,Gastroenterology,14,2.66
D39792,Cardiology,34,4.98
D39793,Orthopedics,25,3.68
D39794,Oncology,33,3.61
D39795,Neurology,21,2.74
D39796,Oncology,32,2.54
D39797,Oncology,16,2.86
D39798,Cardiology,5,3.7
D39799,Pediatrics,27,2.13
D39800,Neurology,26,2.26
D39801,Emergency,19,4.37
D39802,Pediatrics,22,4.14
D39803,Pediatrics,10,4.26
D39804,Urology,15,4.25
D39805,Gastroenterology,34,2.56
D39806,Emergency,30,3.02
D39807,Cardiology,35,1.1
D39808,Gastroenterology,14,3.32
D39809,Orthopedics,23,1.65
D39810,Urology,7,2.45
D39811,Urology,26,4.47
D39812,Gastroenterology,29,2.46
D39813,Orthopedics,10,2.93
D39814,Oncology,30,2.28
D39815,Cardiology,23,4.27
D39816,Pediatrics,10,2
D39817,Orthopedics,26,1.02
D39818,Orthopedics,18,1.64
D39819,Neurology,1,4.76
D39820,Pediatrics,3,2.02
D39821,Orthopedics,10,1.78
D39822,Pediatrics,29,2.84
D39823,Oncology,5,1.98
D39824,Pediatrics,5,2.57
D39825,Emergency,15,1.71
D39826,Pediatrics,26,4.51
D39827,Pediatrics,26,1.67
D39828,Orthopedics,36,1.6
D39829,Orthopedics,4,4.14
D39830,Emergency,26,3.69
D39831,Oncology,29,2.81
D39832,Urology,39,2.68
D39833,Cardiology,22,1.74
D39834,Oncology,1,4.32
D39835,Orthopedics,28,3.78
D39836,Pediatrics,39,3.41
D39837,Urology,19,1.77
D39838,Cardiology,12,4.1
D39839,Cardiology,6,2.7
D39840,Cardiology,35,4.04
D39841,Orthopedics,11,4.6
D39842,Emergency,1,3
D39843,Emergency,1,4
D39844,Urology,7,2.06
D39845,Pediatrics,29,2.43
D39846,Gastroenterology,34,4.22
D39847,Urology,7,1.13
D39848,Pediatrics,31,4.09
D39849,Oncology,1,2.36
D39850,Orthopedics,37,4.95
D39851,Gastroenterology,26,4.73
D39852,Cardiology,29,3.14
D39853,Cardiology,35,1.34
D39854,Emergency,37,3.84
D39855,Orthopedics,10,1.38
D39856,Gastroenterology,5,1.44
D39857,Oncology,30,2.38
D39858,Neurology,4,4.02
D39859,Oncology,7,2
D39860,Pediatrics,20,4.68
D39861,Oncology,28,2.7
D39862,Gastroenterology,7,3.99
D39863,Gastroenterology,11,1.76
D39864,Emergency,14,2.31
D39865,Pediatrics,8,2.67
D39866,Urology,24,1.85
D39867,Pediatrics,31,4.64
D39868,Urology,2,4.56
D39869,Neurology,8,2.62
D39870,Pediatrics,27,4.86
D39871,Cardiology,24,1.43
D39872,Neurology,6,1.02
D39873,Urology,11,4.2
D39874,Emergency,16,1.86
D39875,Neurology,29,4.05
D39876,Neurology,30,3.91
D39877,Neurology,7,4.68
D39878,Urology,16,1.95
D39879,Orthopedics,36,4.83
D39880,Urology,31,1.36
D39881,Pediatrics,11,4.35
D39882,Cardiology,19,2.6
D39883,Neurology,14,1.13
D39884,Pediatrics,15,2.52
D39885,Pediatrics,8,4.4
D39886,Cardiology,12,3.33
D39887,Orthopedics,24,1.01
D39888,Pediatrics,38,3.53
D39889,Orthopedics,13,1.39
D39890,Cardiology,18,2.77
D39891,Emergency,35,1.61
D39892,Cardiology,29,3.62
D39893,Oncology,20,4.8
D39894,Cardiology,34,1.09
D39895,Cardiology,3,1.29
D39896,Gastroenterology,40,4.1
D39897,Oncology,35,1.4
D39898,Cardiology,31,4.62
D39899,Urology,7,4.44
D39900,Orthopedics,9,5
D39901,Gastroenterology,17,1.86
D39902,Pediatrics,7,4.06
D39903,Pediatrics,5,3.67
D39904,Emergency,24,2.71
D39905,Emergency,15,2.52
D39906,Oncology,2,4
D39907,Urology,15,2.45
D39908,Emergency,21,1.12
D39909,Pediatrics,37,3.25
D39910,Emergency,14,4.53
D39911,Emergency,2,1.16
D39912,Cardiology,25,1.99
D39913,Emergency,27,1.51
D39914,Orthopedics,38,1.9
D39915,Oncology,19,1.38
D39916,Orthopedics,30,4.47
D39917,Pediatrics,10,1.78
D39918,Oncology,31,1.88
D39919,Gastroenterology,13,3.28
D39920,Oncology,13,3.8
D39921,Neurology,27,4.25
D39922,Urology,19,4.38
D39923,Gastroenterology,19,1.44
D39924,Gastroenterology,37,1.93
D39925,Neurology,15,1.44
D39926,Neurology,28,4.27
D39927,Cardiology,36,2.94
D39928,Oncology,28,3.83
D39929,Urology,33,3.11
D39930,Pediatrics,22,1.78
D39931,Pediatrics,9,1.73
D39932,Urology,36,1.33
D39933,Gastroenterology,6,3.06
D39934,Oncology,2,1.35
D39935,Orthopedics,26,2.4
D39936,Oncology,5,3.27
D39937,Cardiology,23,4.23
D39938,Cardiology,6,4.76
D39939,Neurology,1,1.96
D39940,Pediatrics,35,2.41
D39941,Cardiology,33,2.12
D39942,Urology,26,1.26
D39943,Pediatrics,25,3.31
D39944,Gastroenterology,13,4.06
D39945,Orthopedics,17,4.53
D39946,Gastroenterology,16,2.93
D39947,Oncology,30,1.82
D39948,Pediatrics,2,4.31
D39949,Emergency,4,3.85
D39950,Pediatrics,13,4.05
D39951,Cardiology,38,1.42
D39952,Orthopedics,17,2.88
D39953,Urology,23,1.05
D39954,Oncology,29,4.74
D39955,Oncology,9,2.94
D39956,Cardiology,15,1.49
D39957,Cardiology,2,3.42
D39958,Cardiology,29,4.24
D39959,Emergency,34,1.78
D39960,Urology,17,3.75
D39961,Emergency,14,1.47
D39962,Cardiology,15,3.63
D39963,Urology,26,3.8
D39964,Gastroenterology,34,3.41
D39965,Gastroenterology,3,4.71
D39966,Cardiology,18,2.82
D39967,Urology,37,2.94
D39968,Orthopedics,36,1.56
D39969,Oncology,39,2.64
D39970,Emergency,7,4.07
D39971,Neurology,23,1.06
D39972,Cardiology,37,2.03
D39973,Cardiology,26,2.38
D39974,Pediatrics,15,4.99
D39975,Neurology,24,4.96
D39976,Orthopedics,20,3.05
D39977,Oncology,37,3.71
D39978,Cardiology,24,2.59
D39979,Orthopedics,14,1.07
D39980,Emergency,32,2.45
D39981,Oncology,35,1.37
D39982,Cardiology,23,1.49
D39983,Emergency,33,1.77
D39984,Pediatrics,2,4.73
D39985,Pediatrics,13,3.78
D39986,Gastroenterology,30,3.98
D39987,Emergency,34,1.79
D39988,Oncology,11,4.12
D39989,Emergency,37,2.96
D39990,Neurology,12,4.45
D39991,Emergency,18,2.44
D39992,Pediatrics,20,1.77
D39993,Pediatrics,13,4.89
D39994,Pediatrics,6,4.14
D39995,Neurology,10,4.93
D39996,Cardiology,33,4.55
D39997,Gastroenterology,4,3.78
D39998,Neurology,4,2.54
D39999,Cardiology,37,3.47
D40000,Neurology,12,3.37
D40001,Urology,5,1.46
D40002,Cardiology,25,3.16
D40003,Oncology,25,3.87
D40004,Oncology,33,1.24
